model_dir,model_subfolder,payload_bytes,block_size,overhead,macro_cell_size,symbols_per_image,payload_seed_count,payload_images,reference_images,stable_pool_0,stable_pool_1,mean_abs_feature_delta,feature_fid_scipy,feature_kid_polynomial,sklearn_detector_auc,sklearn_detector_accuracy
05_artifacts\models\vqgan_f4_8192_diffusers_converted,,64,1,4.0,2,8,3,144,144,40,22,0.03159807,1.46597713,0.00254999,0.48862745,0.53465347
