model_dir,model_subfolder,detector,payload_bytes,block_size,overhead,macro_cell_size,symbols_per_image,payload_seed_count,payload_images,reference_images,stable_pool_0,stable_pool_1,residual_truncation,feature_dim,spam_detector_auc,spam_detector_accuracy
05_artifacts\models\vqgan_f4_8192_diffusers_converted,,SPAM-style residual cooccurrence + logistic regression,32,1,3.0,2,8,4,88,88,40,22,3,1388,0.56919875,0.56451613
