image,tokenizer,image_size,patch_size,levels,codebook_size,token_grid,token_count,attacks,stable_positions_all_attacks,stable_position_rate_all_attacks,mean_changed_tokens,mean_token_match_rate
6634.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,118,0.460938,,
9754.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,84,0.328125,,
1344.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,84,0.328125,,
5471.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,73,0.285156,,
9499.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,79,0.308594,,
9902.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,144,0.5625,,
5288.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,18,0.070312,,
5031.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,96,0.375,,
6587.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,114,0.445312,,
3345.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,65,0.253906,,
670.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,128,0.5,,
9808.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,81,0.316406,,
8000.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,65,0.253906,,
3175.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,96,0.375,,
7234.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,125,0.488281,,
8811.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,133,0.519531,,
4590.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,92,0.359375,,
7200.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,154,0.601562,,
9622.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,162,0.632812,,
4128.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,24,0.09375,,
676.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,77,0.300781,,
4253.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,36,0.140625,,
5734.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,94,0.367188,,
1930.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,83,0.324219,,
6130.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,205,0.800781,,
9825.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,26,0.101562,,
5369.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,51,0.199219,,
221.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,43,0.167969,,
1478.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,84,0.328125,,
7802.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,190,0.742188,,
871.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,88,0.34375,,
1172.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,28,0.109375,,
6141.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,97,0.378906,,
3327.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,45,0.175781,,
7293.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,166,0.648438,,
4211.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,31,0.121094,,
6024.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,85,0.332031,,
3855.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,71,0.277344,,
3233.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,54,0.210938,,
935.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,74,0.289062,,
7552.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,93,0.363281,,
3028.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,58,0.226562,,
6384.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,53,0.207031,,
276.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,35,0.136719,,
2671.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,77,0.300781,,
424.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,71,0.277344,,
4720.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,74,0.289062,,
2949.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,80,0.3125,,
3830.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,16,0.0625,,
1687.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,87,0.339844,,
166.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,98,0.382812,,
7034.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,89,0.347656,,
132.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,96,0.375,,
1294.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,70,0.273438,,
8160.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,118,0.460938,,
6926.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,47,0.183594,,
9442.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,74,0.289062,,
854.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,87,0.339844,,
357.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,82,0.320312,,
5223.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,77,0.300781,,
3348.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,56,0.21875,,
9024.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,72,0.28125,,
2422.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,53,0.207031,,
6996.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,126,0.492188,,
2358.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,53,0.207031,,
6538.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,116,0.453125,,
9600.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,127,0.496094,,
4650.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,45,0.175781,,
6677.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,116,0.453125,,
5375.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,143,0.558594,,
3513.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,117,0.457031,,
7861.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,59,0.230469,,
8506.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,16,0.0625,,
2674.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,13,0.050781,,
6376.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,50,0.195312,,
2339.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,77,0.300781,,
2888.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,107,0.417969,,
4966.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,174,0.679688,,
3602.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,43,0.167969,,
7606.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,106,0.414062,,
3091.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,136,0.53125,,
8595.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,63,0.246094,,
6522.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,157,0.613281,,
2446.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,28,0.109375,,
4472.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,67,0.261719,,
8797.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,32,0.125,,
2220.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,72,0.28125,,
5525.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,83,0.324219,,
3084.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,168,0.65625,,
3447.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,32,0.125,,
5326.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,68,0.265625,,
7957.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,89,0.347656,,
8998.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,54,0.210938,,
2495.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,64,0.25,,
7068.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,112,0.4375,,
238.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,82,0.320312,,
9356.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,157,0.613281,,
9632.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,101,0.394531,,
2773.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,80,0.3125,,
3418.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,83,0.324219,,
8662.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,37,0.144531,,
9056.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,47,0.183594,,
6800.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,86,0.335938,,
8969.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,118,0.460938,,
4920.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,90,0.351562,,
2515.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,66,0.257812,,
301.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,85,0.332031,,
6033.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,77,0.300781,,
9514.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,81,0.316406,,
1273.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,168,0.65625,,
5092.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,68,0.265625,,
2434.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,98,0.382812,,
9719.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,32,0.125,,
89.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,108,0.421875,,
4428.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,68,0.265625,,
6802.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,95,0.371094,,
4160.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,32,0.125,,
9565.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,146,0.570312,,
4399.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,39,0.152344,,
2601.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,75,0.292969,,
7364.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,135,0.527344,,
2914.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,96,0.375,,
5915.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,75,0.292969,,
3456.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,79,0.308594,,
3609.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,67,0.261719,,
4537.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,96,0.375,,
2756.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,132,0.515625,,
5819.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,81,0.316406,,
7892.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,117,0.457031,,
5038.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,99,0.386719,,
2523.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,106,0.414062,,
8929.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,35,0.136719,,
6790.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,181,0.707031,,
5950.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,136,0.53125,,
559.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,83,0.324219,,
7472.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,80,0.3125,,
7225.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,164,0.640625,,
187.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,97,0.378906,,
5912.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,155,0.605469,,
6250.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,42,0.164062,,
6607.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,106,0.414062,,
1083.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,62,0.242188,,
462.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,64,0.25,,
5894.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,33,0.128906,,
9394.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,86,0.335938,,
3802.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,47,0.183594,,
6041.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,90,0.351562,,
6765.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,111,0.433594,,
1920.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,121,0.472656,,
3415.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,70,0.273438,,
8729.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,37,0.144531,,
1289.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,28,0.109375,,
4524.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,28,0.109375,,
2796.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,109,0.425781,,
7468.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,171,0.667969,,
9786.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,68,0.265625,,
2108.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,72,0.28125,,
4570.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,49,0.191406,,
4845.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,183,0.714844,,
8080.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,110,0.429688,,
4507.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,48,0.1875,,
4718.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,142,0.554688,,
4555.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,73,0.285156,,
5907.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,133,0.519531,,
7320.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,87,0.339844,,
9395.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,100,0.390625,,
1355.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,55,0.214844,,
6353.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,87,0.339844,,
6142.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,123,0.480469,,
7275.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,105,0.410156,,
5585.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,117,0.457031,,
3450.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,38,0.148438,,
853.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,70,0.273438,,
7315.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,172,0.671875,,
267.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,165,0.644531,,
3100.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,74,0.289062,,
8790.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,44,0.171875,,
3662.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,76,0.296875,,
1449.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,59,0.230469,,
7789.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,72,0.28125,,
4962.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,150,0.585938,,
2967.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,80,0.3125,,
2666.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,37,0.144531,,
4277.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,68,0.265625,,
451.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,91,0.355469,,
7889.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,32,0.125,,
9375.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,58,0.226562,,
7115.pgm,learned-patch-vq,256,16,8,128,16x16,256,clean jpeg85 resize075 blur1 noise002 crop090 crop090_r02_c-02,38,0.148438,,
