payload_bytes,packet_bytes,block_size,coding,bits_per_token,overhead,image_copies,attack,binning,position_mode,margin,geometry_search,crop_offsets,anchor_count,anchor_scope,token_block_size,block_anchor_threshold,source_symbols,encoded_symbols,used_token_slots,payload_token_slots,anchor_token_slots,mean_payload_leakage,mean_anchor_leakage,payload_token_jsd_to_prior,anchor_token_jsd_to_prior,raw_capacity_bits,recovered_symbols,exact_symbols,crc_valid_symbols,crc_rejected_symbols,anchor_matches,anchor_total,anchor_match_rate,accepted_blocks,total_blocks,block_acceptance_rate,erased_token_slots,dropped_images,token_match_rate,value_match_rate,exact_recovery,failure,capacity_exhausted,selected_crop_ratio,selected_row_offset,selected_col_offset
1024,1036,1,fountain,1,2.5,256,clean,projection,center,2,none,0.0,1,block,4,0.0,1036,3626,29008,29008,2304,0.0,0.0,0.00073516,0.01041678,29008,3626,3626,3626,0,2304,2304,1.0,2304,2304,1.0,0,0,1.0,1.0,True,,False,1.0,0.0,0.0
