model_dir,model_subfolder,detector,payload_bytes,block_size,overhead,macro_cell_size,symbols_per_image,payload_seed_count,payload_images,reference_images,stable_pool_0,stable_pool_1,residual_truncation,feature_dim,spam_detector_auc,spam_detector_accuracy
05_artifacts\models\vqgan_f4_8192_diffusers_converted,,SPAM-style residual cooccurrence + logistic regression,64,1,4.0,2,8,3,144,144,40,22,3,1388,0.52627451,0.5049505
