image,trial,payload_bpp,useful_bits,useful_ber,full_ber,psnr_db,global_ssim
05_artifacts\data\sample_images\000000001503.jpg,0,0.25,65536,0.0842742919921875,0.468475341796875,41.562796907425444,0.9993986469513504
05_artifacts\data\sample_images\000000001503.jpg,1,0.25,65536,0.0826568603515625,0.46819305419921875,41.56079282372603,0.9993985176444323
05_artifacts\data\sample_images\000000001503.jpg,2,0.25,65536,0.0834197998046875,0.4684410095214844,41.55556125665424,0.9993976166214993
05_artifacts\data\sample_images\dog_0031.jpg,0,0.25,65536,0.1412353515625,0.4640483856201172,40.44947263000189,0.9993595415430191
05_artifacts\data\sample_images\dog_0031.jpg,1,0.25,65536,0.1401519775390625,0.46387672424316406,40.449401990477234,0.999359687676001
05_artifacts\data\sample_images\dog_0031.jpg,2,0.25,65536,0.14154052734375,0.46402549743652344,40.44768250794205,0.9993594537888482
