attack,recovered_symbols,exact_symbols,crc_valid_symbols,crc_rejected_symbols,dropped_images,erased_symbols,token_match_rate,value_match_rate,exact_recovery,failure,model_dir,model_subfolder,payload_bytes,packet_bytes,bits_per_token,block_size,overhead,latent_side,macro_cell_size,macro_cells_per_image,symbols_per_image,source_symbols,encoded_symbols,image_count,calibration_count,calibration_threshold,calibration_seed,payload_seed,stable_pool_0,stable_pool_1,sample_image
clean,700,682,682,18,0,0,0.0,0.996786,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-a,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_00_real-vqgan-128-a.png
crop090+jpeg85+drop25,516,200,200,316,23,184,0.000841,0.885417,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-a,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_00_real-vqgan-128-a.png
clean,700,681,681,19,0,0,0.0,0.996607,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-b,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_01_real-vqgan-128-b.png
crop090+jpeg85+drop25,548,203,203,345,19,152,0.00017,0.887318,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-b,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_01_real-vqgan-128-b.png
clean,700,680,680,20,0,0,4.4e-05,0.996429,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-c,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_02_real-vqgan-128-c.png
crop090+jpeg85+drop25,564,222,222,342,17,136,0.000385,0.88719,True,,05_artifacts\models\vqgan_f4_8192_diffusers_converted,,128,140,1,1,4.0,16,2,64,8,140,700,88,256,0.9,real-vqgan-calibration-v1,real-vqgan-128-c,40,22,05_artifacts\results\raw\vq_fountain_real_vqgan_payload_sample_payload128_multiseed_02_real-vqgan-128-c.png
