cover,stego,payload,recovered,width,height,pixels,payload_bytes,payload_bits,ecc_bytes,ecc_encoded_bytes,ecc_payload_bits,delimiter_bits,pre_padding_bits,random_padding_bits,total_bitstream_capacity,nominal_bpp,effective_user_bpp,ecc_inclusive_bpp,psnr_db,global_ssim,raw_prefix_bits_compared,raw_prefix_bit_errors_before_ecc,raw_prefix_ber_before_ecc,exact_recovery,recovered_bytes,corrected_byte_errors
05_artifacts\data\sample_images\000000001503.jpg,05_artifacts\results\raw\stego_000000001503.png,05_artifacts\data\payloads\numbered_story.txt,05_artifacts\results\raw\recovered_numbered_story_lf.txt,512,512,262144,57310,458480,32,65534,524272,16,524288,0,524288,2.0,1.74896240234375,2.0,14.191148752477108,0.3503811915074688,524288,256,0.00048828125,True,57310,0
